Case Name,Status,Progress,Summary,State,BillTrack50 Link,Last Activity Date,Representatives to Contact,Sponsors,Yea Votes,Nay Votes,Category
SD SB46,Passed,Passed,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” can only be male or female and should be determined by the student’s birth certificate as long as it was issued at or near the time of birth. The requirements in this bill apply to interscholastic, intercollegiate, intramural, or club sports that are sponsored or sanctioned by an accredited school, school district, an activities association or organization, or an institution of higher education under the control of either the Board of Regents or the Board of Technical Education. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill. ",South Dakota,https://legiscan.com/SD/bill/SB46/2022,4/2/2022,,,,,
TN HB0003,Passed,Passed,"This bill states that a student's gender for purposes of participation in an interscholastic athletic activity must be determined by the student's sex at the time of birth, as indicated on the student's original birth certificate. It further states that if a birth certificate provided by a student does not appear to be the student's original birth certificate or does not indicate the student's sex, then the student must provide other evidence indicating their sex at the time of birth. The student or their parent or guardian must pay any costs associated with providing this evidence. There is no explanation given as to what other evidence would be deemed acceptable. The requirements in this bill apply to students in grades 5-12 at public middle or high schools.",Tennessee,https://www.billtrack50.com/billdetail/1247044,6/4/2021,,,,,
TN HB1027,Passed,Passed,This bill bans healthcare providers from prescribing any hormone treatments to prepubertal minors except in the case of growth deficiencies or other diagnoses unrelated to gender dysphoria.,Tennessee,https://www.billtrack50.com/billdetail/1309957,21/5/2021,,,,,
TN HB1182,Passed,Passed,"This bill requires that any public or private business with a restroom, dressing room, or locker room that is available for use by people of multiple genders must have a sign that says the following: “This facility maintains a policy of allowing the use of restrooms by either biological sex, regardless of the designation on the restroom.” The bill further describes the requirements for how big the sign must be and what it must look like. This requirement does not apply to single-occupancy restrooms or to family restrooms.",Tennessee,https://www.billtrack50.com/billdetail/1311042,19/5/2021,,,,,
TN HB1233,Passed,Passed,"This bill requires public schools to provide reasonable accommodations, including use of a single-occupancy restroom, for any person who is unable to use a multi-occupancy bathroom or changing facility. Reasonable accommodations do not include using a restroom or changing facility that is designated for the exclusive use of a sex that does not match that person’s sex assigned at birth. This bill also states that if a person encounters someone of the incorrect sex in a public school restroom or changing facility, they may sue the school in court. In this bill, sex is determined by the person’s birth certificate.",Tennessee,https://www.billtrack50.com/billdetail/1312155,19/5/2021,,,,,
TN SB0126,Passed,Passed,This bill bans healthcare providers from prescribing any hormone treatments to prepubertal minors except in the case of growth deficiencies or other diagnoses unrelated to gender dysphoria.,Tennessee,https://www.billtrack50.com/billdetail/1269246,21/5/2021,,,,,
TN SB0228,Passed,Passed,"This bill states that a student's gender for purposes of participation in an interscholastic athletic activity must be determined by the student's sex at the time of birth, as indicated on the student's original birth certificate. It further states that if a birth certificate provided by a student does not appear to be the student's original birth certificate or does not indicate the student's sex, then the student must provide other evidence indicating their sex at the time of birth. The student or their parent or guardian must pay any costs associated with providing this evidence. There is no explanation given as to what other evidence would be deemed acceptable. The requirements in this bill apply to students in grades 5-12 at public middle or high schools.",Tennessee,https://www.billtrack50.com/billdetail/1276332,6/4/2021,,,,,
TN SB1224,Passed,Passed,"This bill requires that any public or private business with a restroom, dressing room, or locker room that is available for use by people of multiple genders must have a sign that says the following: “This facility maintains a policy of allowing the use of restrooms by either biological sex, regardless of the designation on the restroom.” The bill further describes the requirements for how big the sign must be and what it must look like. This requirement does not apply to single-occupancy restrooms or to family restrooms.",Tennessee,https://www.billtrack50.com/billdetail/1312985,19/5/2021,,,,,
TN SB1367,Passed,Passed,"This bill requires public schools to provide reasonable accommodations, including use of a single-occupancy restroom, for any person who is unable to use a multi-occupancy bathroom or changing facility. Reasonable accommodations do not include using a restroom or changing facility that is designated for the exclusive use of a sex that does not match that person’s sex assigned at birth. This bill also states that if a person encounters someone of the incorrect sex in a public school restroom or changing facility, they may sue the school in court. In this bill, sex is determined by the person’s birth certificate.",Tennessee,https://www.billtrack50.com/billdetail/1312512,19/5/2021,,,,,
TX HB25,Passed,Passed,"This bill bans student athletes from competing on a sports team that is designated for the “opposite biological sex"". The only exception is that female students can compete on a sports team designated for male students only if there is no equivalent sports team designated for female students. According to this bill, “biological sex” is to be defined by the student’s official birth certificate, which can be considered accurate if it was issued at or near the time of birth or edited to correct a clerical error. If an official birth certificate cannot be obtained, an alternative government record can be used instead. The requirements in this bill apply to interscholastic athletics sponsored or authorized by a school district or open-enrollment charter school. ",Texas,https://legiscan.com/TX/bill/HB25/2021/X3,6/10/2021,"Charles Perry, Bob Hall, Lois W. Kolkhorst, César Blanco, Dawn Buckingham, Donna Campbell, Borris L. Miles, Beverly Powell, Kel Seliger","Valoree Swanson, Stephanie Klick, Ernest Bailes, Brad Buckley, Giovanni Caprigilone, Tom Craddick, James Frank, Kyle Kacal, John Kuempel, J.M. Lozano, Andrew Murr, Jared Patterson, Glenn Rogers, Hugh Shine, John Smithee, Ed Thompson, Cody Vasut, Cole Hefner, Steve Allison, Cecil Bell, DeWayne Burns, Jeff Cason, John Cyrier, John Frullo, Justin Holland, Ken King, Brooks Landgraf, Will Metcalf, Tom Oliverson, Dennis Paul, Scott Sanford, Bryan Slaton, David Spiller, Tony Tinderholt, James White, Geanie Morrison, Charles Anderson, Kyle Biedermann, Dustin Burrows, Travis Clardy, Drew Darby, E. Sam Harless, Lacey Hull, Phil King, Jeff Leach, Mayes Middleton, Chris Paddie, Four Price, Matt Schaefer, Shelby Slawson, Phil Stephenson, Steve Toth, Terry Wilson, Candy Noble, Trent Ashby, Greg Bonnen, Briscoe Cain, David Cook, Jay Dean, Cody Harris, Jacey Jetton, Matt Krause, Ben Leman, Jim Murphy, Tan Parker, John Raney, Matt Shaheen, Reggie Smith, Lynn Stucky, Gary VanDeaver, Keith Bell, Gary Gates, Mike Schofield, Charlie Geren, Brian E. Harrison",,,
